timestamp,company,title,location,url,match_score,apply_type,apply_url,status,resume_uploaded,fields_filled,screenshot,notes
2026-07-06T20:24:50,Autodesk,Principal Engineer – Data Platform & Backend,"Bengaluru, Karnataka, India (Hybrid)",https://www.linkedin.com/jobs/view/4429040065/,42,external,https://autodesk.wd1.myworkdayjobs.com/Ext/job/Bengaluru-IND/Principal-Data-Engineer_26WD96751-1?src=JB-10065&source=LinkedIn,account_required,False,,C:\job-agent\application_screenshots\Autodesk_Principal_Engineer_Data_Platform_Backend.png,Opened external apply domain: autodesk.wd1.myworkdayjobs.com | Page state: account_required
2026-07-06T20:25:04,Cargill,Principal Data Engineer,"Bengaluru, Karnataka, India (On-site)",https://www.linkedin.com/jobs/view/4378964362/,42,external,https://careers.cargill.com/en/job/-/-/23251/92348044896,account_required,False,"city, email, first_name, last_name",C:\job-agent\application_screenshots\Cargill_Principal_Data_Engineer.png,Opened external apply domain: careers.cargill.com | Page state: account_required
2026-07-19T04:55:31,Dyson,Lead Data Engineer,"Bengaluru, Karnataka, India (On-site)",https://www.linkedin.com/jobs/view/4440944671/,43,external,https://careers.dyson.com/en-gb/job-description/lead-data-engineer/JR34501/?source=LinkedIn,ready_for_review,False,,C:\job-agent\application_screenshots\Dyson_Lead_Data_Engineer.png,Opened external apply domain: careers.dyson.com | No visible resume upload or safe start action found at step 1.
2026-07-19T04:55:45,Ralph Lauren,Senior Enterprise Data Architect,"Bengaluru, Karnataka, India (On-site)",https://www.linkedin.com/jobs/view/4438415170/,42,external,https://careers.ralphlauren.com/en_US/CareersCorporate/JobDetail?jobId=64846&source=LinkedIn,ready_for_review,False,,C:\job-agent\application_screenshots\Ralph_Lauren_Senior_Enterprise_Data_Architect.png,Opened external apply domain: careers.ralphlauren.com | No visible resume upload or safe start action found at step 1.
2026-07-19T04:55:58,Morgan Stanley,Data Engineer_Director_Data & Analytics Engineering,"Bengaluru, Karnataka, India (On-site)",https://www.linkedin.com/jobs/view/4436912440/,42,external,https://ms.wd5.myworkdayjobs.com/External/job/Bengaluru-India/Data-Engineer-Director-Data---Analytics-Engineering_PT-JR039843-1?source=LinkedIn,account_required,False,,C:\job-agent\application_screenshots\Morgan_Stanley_Data_Engineer_Director_Data_Analytics_Engineering.png,Opened external apply domain: ms.wd5.myworkdayjobs.com | Clicked cookie button: Accept Cookies | Page state: account_required
2026-07-19T04:56:14,BlackRock,VP - Senior Data Engineer,"Bengaluru, Karnataka, India (Hybrid)",https://www.linkedin.com/jobs/view/4439550635/,42,external,https://blackrock.wd1.myworkdayjobs.com/BlackRock_Professional/job/Bengaluru-India/VP---Senior-Data-Engineer_R264677/apply,ready_for_review,False,,C:\job-agent\application_screenshots\BlackRock_VP_Senior_Data_Engineer.png,Opened external apply domain: careers.blackrock.com | Clicked cookie button: Accept All | Clicked external start button: Apply Now | No visible resume upload or safe start action found at step 2.
2026-07-19T04:56:33,Precision Medicine Group,Principal Data Engineer,"Bengaluru, Karnataka, India (Remote)",https://www.linkedin.com/jobs/view/4439145474/,42,easy_apply,https://www.linkedin.com/jobs/view/4439145474/,ready_for_review,False,city,C:\job-agent\application_screenshots\Precision_Medicine_Group_Principal_Data_Engineer.png,No safe next/review button found at step 1.
2026-07-19T22:46:42,HackerRank,Lead Data Engineer,"Bengaluru East, Karnataka, India (Hybrid)",https://www.linkedin.com/jobs/view/4421919648/,85,external,https://job-boards.greenhouse.io/hackerrank/jobs/7959595?gh_src=1836e8621us,ready_for_review,True,"city, country, email, first_name, last_name, phone, years_of_experience",C:\job-agent\application_screenshots\HackerRank_Lead_Data_Engineer.png,Opened external apply domain: job-boards.greenhouse.io | Stopped before final submit button: Submit application | Stopped before final submit button: Submit application
2026-07-19T22:46:58,BlackRock,Vice President - Principal Data Engineer,"Gurgaon, Haryana, India (Hybrid)",https://www.linkedin.com/jobs/view/4435571643/,85,external,https://blackrock.wd1.myworkdayjobs.com/BlackRock_Professional/job/Gurugram-India/Vice-President---Principal-Data-Engineer_R261652/apply,account_required,False,,C:\job-agent\application_screenshots\BlackRock_Vice_President_Principal_Data_Engineer.png,Opened external apply domain: careers.blackrock.com | Clicked external start button: Apply Now | Page state: account_required
2026-07-19T22:47:15,AstraZeneca,Enterprise Architect,"Bengaluru, Karnataka, India (Hybrid)",https://www.linkedin.com/jobs/view/4441304364/,85,external,https://astrazeneca.eightfold.ai/careers/job/563877691100520?domain=astrazeneca.com&source=LinkedIn,account_required,False,current_title,C:\job-agent\application_screenshots\AstraZeneca_Enterprise_Architect.png,Opened external apply domain: careers.astrazeneca.com | Clicked external start button: APPLY NOW | Page state: account_required
2026-07-19T22:47:27,Dyson,Lead Data Engineer,"Bengaluru, Karnataka, India (On-site)",https://www.linkedin.com/jobs/view/4440944671/,85,external,https://careers.dyson.com/en-gb/job-description/lead-data-engineer/JR34501/?source=LinkedIn,ready_for_review,False,,C:\job-agent\application_screenshots\Dyson_Lead_Data_Engineer.png,Opened external apply domain: careers.dyson.com | No visible resume upload or safe start action found at step 1.
2026-07-19T22:47:58,Chargebee,Lead Data Engineer,"Chennai, Tamil Nadu, India (Hybrid)",https://www.linkedin.com/jobs/view/4434155338/,85,easy_apply,https://www.linkedin.com/jobs/view/4434155338/,ready_for_review,True,years_of_experience,C:\job-agent\application_screenshots\Chargebee_Lead_Data_Engineer.png,Clicked non-final button: Next | Clicked non-final button: Next | Clicked non-final button: Review | Clicked non-final button: Review | Clicked non-final button: Review | Clicked non-final button: Review
